voyageID,voyageType,person,vesselName,arrivalDate,year,period,placeName,lon,lat,groupURL,groupPic,voyageDescription
1,Kayak adventure,Oskar Speck,Sunnschien,5 September 1935,1932,1932-1950,"Trincomalee, Sri Lanka",81.234495,8.576425,http://collections.anmm.gov.au/collections/83050/oskar-speck,ANMS1249[019].jpg,"Oskar Speck was a German adventurer who paddled his kayak,Sunnschien, from Germany to Australia in the 1930s. His journey took him over 7 years. Arriving on Thursday Island in September 1939 at the outbreak the Second World War, he was arrested as an enemy alien and interned for the duration of the war. After the war he settled in Australia, finally coming to rest at Killcare on the New South Wales central coast."
1,Kayak adventure,Oskar Speck,Sunnschien,14 September 1935,1932,1932-1950,"Point Pedro, Sri Lanka",80.220977,9.793788,http://collections.anmm.gov.au/collections/83050/oskar-speck,ANMS1249[019].jpg,"Oskar Speck was a German adventurer who paddled his kayak,Sunnschien, from Germany to Australia in the 1930s. His journey took him over 7 years. Arriving on Thursday Island in September 1939 at the outbreak the Second World War, he was arrested as an enemy alien and interned for the duration of the war. After the war he settled in Australia, finally coming to rest at Killcare on the New South Wales central coast."
1,Kayak adventure,Oskar Speck,Sunnschien,14 September 1935,1932,1932-1950,"Vadduvakal, Sri Lanka",80.801095,9.285262,http://collections.anmm.gov.au/collections/83050/oskar-speck,ANMS1249[019].jpg,"Oskar Speck was a German adventurer who paddled his kayak,Sunnschien, from Germany to Australia in the 1930s. His journey took him over 7 years. Arriving on Thursday Island in September 1939 at the outbreak the Second World War, he was arrested as an enemy alien and interned for the duration of the war. After the war he settled in Australia, finally coming to rest at Killcare on the New South Wales central coast."
1,Kayak adventure,Oskar Speck,Sunnschien,17 September 1935,1932,1932-1950,"Kankesanturai, Sri Lanka",80.047904,9.805271,http://collections.anmm.gov.au/collections/83050/oskar-speck,ANMS1249[019].jpg,"Oskar Speck was a German adventurer who paddled his kayak,Sunnschien, from Germany to Australia in the 1930s. His journey took him over 7 years. Arriving on Thursday Island in September 1939 at the outbreak the Second World War, he was arrested as an enemy alien and interned for the duration of the war. After the war he settled in Australia, finally coming to rest at Killcare on the New South Wales central coast."
1,Kayak adventure,Oskar Speck,Sunnschien,20 September 1935,1932,1932-1950,"Nagapatnam (Nagapattinam), Tamil Nadu, India",79.842389,10.765608,http://collections.anmm.gov.au/collections/83050/oskar-speck,ANMS1249[019].jpg,"Oskar Speck was a German adventurer who paddled his kayak,Sunnschien, from Germany to Australia in the 1930s. His journey took him over 7 years. Arriving on Thursday Island in September 1939 at the outbreak the Second World War, he was arrested as an enemy alien and interned for the duration of the war. After the war he settled in Australia, finally coming to rest at Killcare on the New South Wales central coast."
1,Kayak adventure,Oskar Speck,Sunnschien,22 September 1935,1932,1932-1950,"Cuddalore, Tamil Nadu, India",79.771369,11.748042,http://collections.anmm.gov.au/collections/83050/oskar-speck,ANMS1249[019].jpg,"Oskar Speck was a German adventurer who paddled his kayak,Sunnschien, from Germany to Australia in the 1930s. His journey took him over 7 years. Arriving on Thursday Island in September 1939 at the outbreak the Second World War, he was arrested as an enemy alien and interned for the duration of the war. After the war he settled in Australia, finally coming to rest at Killcare on the New South Wales central coast."
1,Kayak adventure,Oskar Speck,Sunnschien,26 September 1935,1932,1932-1950,"Pondicherry (Puducherry), India",78.925532,13.801001,http://collections.anmm.gov.au/collections/83050/oskar-speck,ANMS1249[019].jpg,"Oskar Speck was a German adventurer who paddled his kayak,Sunnschien, from Germany to Australia in the 1930s. His journey took him over 7 years. Arriving on Thursday Island in September 1939 at the outbreak the Second World War, he was arrested as an enemy alien and interned for the duration of the war. After the war he settled in Australia, finally coming to rest at Killcare on the New South Wales central coast."
1,Kayak adventure,Oskar Speck,Sunnschien,24 September 1935,1932,1932-1950,"Marakkanam, Tamil Nadu, India",79.924867,12.189943,http://collections.anmm.gov.au/collections/83050/oskar-speck,ANMS1249[019].jpg,"Oskar Speck was a German adventurer who paddled his kayak,Sunnschien, from Germany to Australia in the 1930s. His journey took him over 7 years. Arriving on Thursday Island in September 1939 at the outbreak the Second World War, he was arrested as an enemy alien and interned for the duration of the war. After the war he settled in Australia, finally coming to rest at Killcare on the New South Wales central coast."
1,Kayak adventure,Oskar Speck,Sunnschien,28 September 1935,1932,1932-1950,"Buckingham Canal, Tamil Nadu, India",80.265578,12.995425,http://collections.anmm.gov.au/collections/83050/oskar-speck,ANMS1249[019].jpg,"Oskar Speck was a German adventurer who paddled his kayak,Sunnschien, from Germany to Australia in the 1930s. His journey took him over 7 years. Arriving on Thursday Island in September 1939 at the outbreak the Second World War, he was arrested as an enemy alien and interned for the duration of the war. After the war he settled in Australia, finally coming to rest at Killcare on the New South Wales central coast."
1,Kayak adventure,Oskar Speck,Sunnschien,30 September 1935,1932,1932-1950,"Madras (Chennai), Tamil Nadu, India",80.282953,13.079691,http://collections.anmm.gov.au/collections/83050/oskar-speck,ANMS1249[019].jpg,"Oskar Speck was a German adventurer who paddled his kayak,Sunnschien, from Germany to Australia in the 1930s. His journey took him over 7 years. Arriving on Thursday Island in September 1939 at the outbreak the Second World War, he was arrested as an enemy alien and interned for the duration of the war. After the war he settled in Australia, finally coming to rest at Killcare on the New South Wales central coast."
1,Kayak adventure,Oskar Speck,Sunnschien,1 November 1935,1932,1932-1950,"Bezwara (Vijayawada), Andhra Pradesh, India",80.648015,16.506174,http://collections.anmm.gov.au/collections/83050/oskar-speck,ANMS1249[019].jpg,"Oskar Speck was a German adventurer who paddled his kayak,Sunnschien, from Germany to Australia in the 1930s. His journey took him over 7 years. Arriving on Thursday Island in September 1939 at the outbreak the Second World War, he was arrested as an enemy alien and interned for the duration of the war. After the war he settled in Australia, finally coming to rest at Killcare on the New South Wales central coast."
1,Kayak adventure,Oskar Speck,Sunnschien,7 November 1935,1932,1932-1950,"Coconada (Kakinada), Andhra Pradesh, India",82.247465,16.989065,http://collections.anmm.gov.au/collections/83050/oskar-speck,ANMS1249[019].jpg,"Oskar Speck was a German adventurer who paddled his kayak,Sunnschien, from Germany to Australia in the 1930s. His journey took him over 7 years. Arriving on Thursday Island in September 1939 at the outbreak the Second World War, he was arrested as an enemy alien and interned for the duration of the war. After the war he settled in Australia, finally coming to rest at Killcare on the New South Wales central coast."
1,Kayak adventure,Oskar Speck,Sunnschien,26 November 1935,1932,1932-1950,"Visakhapatnam, Andhra Pradesh, India",83.218482,17.686816,http://collections.anmm.gov.au/collections/83050/oskar-speck,ANMS1249[019].jpg,"Oskar Speck was a German adventurer who paddled his kayak,Sunnschien, from Germany to Australia in the 1930s. His journey took him over 7 years. Arriving on Thursday Island in September 1939 at the outbreak the Second World War, he was arrested as an enemy alien and interned for the duration of the war. After the war he settled in Australia, finally coming to rest at Killcare on the New South Wales central coast."
1,Kayak adventure,Oskar Speck,Sunnschien,10 December 1935,1932,1932-1950,"Bimlipatan (Bheemunipatnam), Andhra Pradesh, India",83.427,17.907522,http://collections.anmm.gov.au/collections/83050/oskar-speck,ANMS1249[019].jpg,"Oskar Speck was a German adventurer who paddled his kayak,Sunnschien, from Germany to Australia in the 1930s. His journey took him over 7 years. Arriving on Thursday Island in September 1939 at the outbreak the Second World War, he was arrested as an enemy alien and interned for the duration of the war. After the war he settled in Australia, finally coming to rest at Killcare on the New South Wales central coast."
1,Kayak adventure,Oskar Speck,Sunnschien,14 November 1935,1932,1932-1950,"Kalingapatnam, Andhra Pradesh, India",84.121084,18.338663,http://collections.anmm.gov.au/collections/83050/oskar-speck,ANMS1249[019].jpg,"Oskar Speck was a German adventurer who paddled his kayak,Sunnschien, from Germany to Australia in the 1930s. His journey took him over 7 years. Arriving on Thursday Island in September 1939 at the outbreak the Second World War, he was arrested as an enemy alien and interned for the duration of the war. After the war he settled in Australia, finally coming to rest at Killcare on the New South Wales central coast."
1,Kayak adventure,Oskar Speck,Sunnschien,27 December 1935,1932,1932-1950,"Baruva, Andhra Pradesh India",84.58379,18.88494,http://collections.anmm.gov.au/collections/83050/oskar-speck,ANMS1249[019].jpg,"Oskar Speck was a German adventurer who paddled his kayak,Sunnschien, from Germany to Australia in the 1930s. His journey took him over 7 years. Arriving on Thursday Island in September 1939 at the outbreak the Second World War, he was arrested as an enemy alien and interned for the duration of the war. After the war he settled in Australia, finally coming to rest at Killcare on the New South Wales central coast."
1,Kayak adventure,Oskar Speck,Sunnschien,28 December 1935,1932,1932-1950,"Gopalpur, Odisha, India",84.862005,19.264721,http://collections.anmm.gov.au/collections/83050/oskar-speck,ANMS1249[019].jpg,"Oskar Speck was a German adventurer who paddled his kayak,Sunnschien, from Germany to Australia in the 1930s. His journey took him over 7 years. Arriving on Thursday Island in September 1939 at the outbreak the Second World War, he was arrested as an enemy alien and interned for the duration of the war. After the war he settled in Australia, finally coming to rest at Killcare on the New South Wales central coast."
1,Kayak adventure,Oskar Speck,Sunnschien,13 January 1936,1932,1932-1950,"Calcutta (Kolkata), West Bangal, India",88.347602,22.567746,http://collections.anmm.gov.au/collections/83050/oskar-speck,ANMS1249[019].jpg,"Oskar Speck was a German adventurer who paddled his kayak,Sunnschien, from Germany to Australia in the 1930s. His journey took him over 7 years. Arriving on Thursday Island in September 1939 at the outbreak the Second World War, he was arrested as an enemy alien and interned for the duration of the war. After the war he settled in Australia, finally coming to rest at Killcare on the New South Wales central coast."
1,Kayak adventure,Oskar Speck,Sunnschien,7 February 1936,1932,1932-1950,"Barisal, Bangladesh",90.35345,22.701,http://collections.anmm.gov.au/collections/83050/oskar-speck,ANMS1249[019].jpg,"Oskar Speck was a German adventurer who paddled his kayak,Sunnschien, from Germany to Australia in the 1930s. His journey took him over 7 years. Arriving on Thursday Island in September 1939 at the outbreak the Second World War, he was arrested as an enemy alien and interned for the duration of the war. After the war he settled in Australia, finally coming to rest at Killcare on the New South Wales central coast."
1,Kayak adventure,Oskar Speck,Sunnschien,7 February 1936,1932,1932-1950,"Khulna, Bangladesh",89.540328,22.845641,http://collections.anmm.gov.au/collections/83050/oskar-speck,ANMS1249[019].jpg,"Oskar Speck was a German adventurer who paddled his kayak,Sunnschien, from Germany to Australia in the 1930s. His journey took him over 7 years. Arriving on Thursday Island in September 1939 at the outbreak the Second World War, he was arrested as an enemy alien and interned for the duration of the war. After the war he settled in Australia, finally coming to rest at Killcare on the New South Wales central coast."
1,Kayak adventure,Oskar Speck,Sunnschien,19 February 1936,1932,1932-1950,"Chittagong, Chittagong, Bangladesh",91.723674,22.423776,http://collections.anmm.gov.au/collections/83050/oskar-speck,ANMS1249[019].jpg,"Oskar Speck was a German adventurer who paddled his kayak,Sunnschien, from Germany to Australia in the 1930s. His journey took him over 7 years. Arriving on Thursday Island in September 1939 at the outbreak the Second World War, he was arrested as an enemy alien and interned for the duration of the war. After the war he settled in Australia, finally coming to rest at Killcare on the New South Wales central coast."
1,Kayak adventure,Oskar Speck,Sunnschien,1 February 1936,1932,1932-1950,"Cox's Bazar, Chittagong, Bangladesh",92.039964,21.165872,http://collections.anmm.gov.au/collections/83050/oskar-speck,ANMS1249[019].jpg,"Oskar Speck was a German adventurer who paddled his kayak,Sunnschien, from Germany to Australia in the 1930s. His journey took him over 7 years. Arriving on Thursday Island in September 1939 at the outbreak the Second World War, he was arrested as an enemy alien and interned for the duration of the war. After the war he settled in Australia, finally coming to rest at Killcare on the New South Wales central coast."
1,Kayak adventure,Oskar Speck,Sunnschien,3 March 1936,1932,1932-1950,"Akyab (Sittwe), Rakhine, Myanmar",92.907921,20.565939,http://collections.anmm.gov.au/collections/83050/oskar-speck,ANMS1249[019].jpg,"Oskar Speck was a German adventurer who paddled his kayak,Sunnschien, from Germany to Australia in the 1930s. His journey took him over 7 years. Arriving on Thursday Island in September 1939 at the outbreak the Second World War, he was arrested as an enemy alien and interned for the duration of the war. After the war he settled in Australia, finally coming to rest at Killcare on the New South Wales central coast."
1,Kayak adventure,Oskar Speck,Sunnschien,12 March 1936,1932,1932-1950,"Kyaukpyu, Rakhine, Myanmar",93.545849,19.421203,http://collections.anmm.gov.au/collections/83050/oskar-speck,ANMS1249[019].jpg,"Oskar Speck was a German adventurer who paddled his kayak,Sunnschien, from Germany to Australia in the 1930s. His journey took him over 7 years. Arriving on Thursday Island in September 1939 at the outbreak the Second World War, he was arrested as an enemy alien and interned for the duration of the war. After the war he settled in Australia, finally coming to rest at Killcare on the New South Wales central coast."
1,Kayak adventure,Oskar Speck,Sunnschien,3 April 1936,1932,1932-1950,"Rangoon (Yangon), Myanmar",96.11339,17.059434,http://collections.anmm.gov.au/collections/83050/oskar-speck,ANMS1249[019].jpg,"Oskar Speck was a German adventurer who paddled his kayak,Sunnschien, from Germany to Australia in the 1930s. His journey took him over 7 years. Arriving on Thursday Island in September 1939 at the outbreak the Second World War, he was arrested as an enemy alien and interned for the duration of the war. After the war he settled in Australia, finally coming to rest at Killcare on the New South Wales central coast."
1,Kayak adventure,Oskar Speck,Sunnschien,24 April 1936,1932,1932-1950,"Moulmein (Mawlamyine), Myanmar",97.643961,16.454317,http://collections.anmm.gov.au/collections/83050/oskar-speck,ANMS1249[019].jpg,"Oskar Speck was a German adventurer who paddled his kayak,Sunnschien, from Germany to Australia in the 1930s. His journey took him over 7 years. Arriving on Thursday Island in September 1939 at the outbreak the Second World War, he was arrested as an enemy alien and interned for the duration of the war. After the war he settled in Australia, finally coming to rest at Killcare on the New South Wales central coast."
1,Kayak adventure,Oskar Speck,Sunnschien,8 May 1936,1932,1932-1950,"Tavoy (Dawei), Myanmar",98.193279,14.073292,http://collections.anmm.gov.au/collections/83050/oskar-speck,ANMS1249[019].jpg,"Oskar Speck was a German adventurer who paddled his kayak,Sunnschien, from Germany to Australia in the 1930s. His journey took him over 7 years. Arriving on Thursday Island in September 1939 at the outbreak the Second World War, he was arrested as an enemy alien and interned for the duration of the war. After the war he settled in Australia, finally coming to rest at Killcare on the New South Wales central coast."
1,Kayak adventure,Oskar Speck,Sunnschien,May-June 1936,1932,1932-1950,"Mergui (Myeik), Myanmar",99.030227,12.422432,http://collections.anmm.gov.au/collections/83050/oskar-speck,ANMS1249[019].jpg,"Oskar Speck was a German adventurer who paddled his kayak,Sunnschien, from Germany to Australia in the 1930s. His journey took him over 7 years. Arriving on Thursday Island in September 1939 at the outbreak the Second World War, he was arrested as an enemy alien and interned for the duration of the war. After the war he settled in Australia, finally coming to rest at Killcare on the New South Wales central coast."
1,Kayak adventure,Oskar Speck,Sunnschien,6 June 1936,1932,1932-1950,"Victoria Point (Kawthaung), Myanmar",98.551196,9.978747,http://collections.anmm.gov.au/collections/83050/oskar-speck,ANMS1249[019].jpg,"Oskar Speck was a German adventurer who paddled his kayak,Sunnschien, from Germany to Australia in the 1930s. His journey took him over 7 years. Arriving on Thursday Island in September 1939 at the outbreak the Second World War, he was arrested as an enemy alien and interned for the duration of the war. After the war he settled in Australia, finally coming to rest at Killcare on the New South Wales central coast."
1,Kayak adventure,Oskar Speck,Sunnschien,12 July 1936,1932,1932-1950,"Phuket Province, Thailand",98.322126,7.715984,http://collections.anmm.gov.au/collections/83050/oskar-speck,ANMS1249[019].jpg,"Oskar Speck was a German adventurer who paddled his kayak,Sunnschien, from Germany to Australia in the 1930s. His journey took him over 7 years. Arriving on Thursday Island in September 1939 at the outbreak the Second World War, he was arrested as an enemy alien and interned for the duration of the war. After the war he settled in Australia, finally coming to rest at Killcare on the New South Wales central coast."
1,Kayak adventure,Oskar Speck,Sunnschien,25 July 1936,1932,1932-1950,"Kantang, Trang Province, Thailand",99.524078,7.418892,http://collections.anmm.gov.au/collections/83050/oskar-speck,ANMS1249[019].jpg,"Oskar Speck was a German adventurer who paddled his kayak,Sunnschien, from Germany to Australia in the 1930s. His journey took him over 7 years. Arriving on Thursday Island in September 1939 at the outbreak the Second World War, he was arrested as an enemy alien and interned for the duration of the war. After the war he settled in Australia, finally coming to rest at Killcare on the New South Wales central coast."
1,Kayak adventure,Oskar Speck,Sunnschien,10 August 1936,1932,1932-1950,"Penang, Malaysia",100.255908,5.406501,http://collections.anmm.gov.au/collections/83050/oskar-speck,ANMS1249[019].jpg,"Oskar Speck was a German adventurer who paddled his kayak,Sunnschien, from Germany to Australia in the 1930s. His journey took him over 7 years. Arriving on Thursday Island in September 1939 at the outbreak the Second World War, he was arrested as an enemy alien and interned for the duration of the war. After the war he settled in Australia, finally coming to rest at Killcare on the New South Wales central coast."
1,Kayak adventure,Oskar Speck,Sunnschien,1 September 1936,1932,1932-1950,"Lumat, Serak, Malaysia",100.63222,4.236302,http://collections.anmm.gov.au/collections/83050/oskar-speck,ANMS1249[019].jpg,"Oskar Speck was a German adventurer who paddled his kayak,Sunnschien, from Germany to Australia in the 1930s. His journey took him over 7 years. Arriving on Thursday Island in September 1939 at the outbreak the Second World War, he was arrested as an enemy alien and interned for the duration of the war. After the war he settled in Australia, finally coming to rest at Killcare on the New South Wales central coast."
1,Kayak adventure,Oskar Speck,Sunnschien,11 September 1936,1932,1932-1950,Port Swettenham (Port Klang),101.39283,2.999852,http://collections.anmm.gov.au/collections/83050/oskar-speck,ANMS1249[019].jpg,"Oskar Speck was a German adventurer who paddled his kayak,Sunnschien, from Germany to Australia in the 1930s. His journey took him over 7 years. Arriving on Thursday Island in September 1939 at the outbreak the Second World War, he was arrested as an enemy alien and interned for the duration of the war. After the war he settled in Australia, finally coming to rest at Killcare on the New South Wales central coast."
1,Kayak adventure,Oskar Speck,Sunnschien,23 October 1936,1932,1932-1950,"Kuala Lumpur, Malaysia",101.700953,3.157098,http://collections.anmm.gov.au/collections/83050/oskar-speck,ANMS1249[019].jpg,"Oskar Speck was a German adventurer who paddled his kayak,Sunnschien, from Germany to Australia in the 1930s. His journey took him over 7 years. Arriving on Thursday Island in September 1939 at the outbreak the Second World War, he was arrested as an enemy alien and interned for the duration of the war. After the war he settled in Australia, finally coming to rest at Killcare on the New South Wales central coast."
1,Kayak adventure,Oskar Speck,Sunnschien,18 September 1936,1932,1932-1950,"Port Dickson, Malaysia",101.796293,2.52254,http://collections.anmm.gov.au/collections/83050/oskar-speck,ANMS1249[019].jpg,"Oskar Speck was a German adventurer who paddled his kayak,Sunnschien, from Germany to Australia in the 1930s. His journey took him over 7 years. Arriving on Thursday Island in September 1939 at the outbreak the Second World War, he was arrested as an enemy alien and interned for the duration of the war. After the war he settled in Australia, finally coming to rest at Killcare on the New South Wales central coast."
1,Kayak adventure,Oskar Speck,Sunnschien,21 September 1936,1932,1932-1950,"Malacca, Malaysia",102.250087,2.189594,http://collections.anmm.gov.au/collections/83050/oskar-speck,ANMS1249[019].jpg,"Oskar Speck was a German adventurer who paddled his kayak,Sunnschien, from Germany to Australia in the 1930s. His journey took him over 7 years. Arriving on Thursday Island in September 1939 at the outbreak the Second World War, he was arrested as an enemy alien and interned for the duration of the war. After the war he settled in Australia, finally coming to rest at Killcare on the New South Wales central coast."
1,Kayak adventure,Oskar Speck,Sunnschien,23 September 1936,1932,1932-1950,"Maur, Malaysia",100.431004,5.369843,http://collections.anmm.gov.au/collections/83050/oskar-speck,ANMS1249[019].jpg,"Oskar Speck was a German adventurer who paddled his kayak,Sunnschien, from Germany to Australia in the 1930s. His journey took him over 7 years. Arriving on Thursday Island in September 1939 at the outbreak the Second World War, he was arrested as an enemy alien and interned for the duration of the war. After the war he settled in Australia, finally coming to rest at Killcare on the New South Wales central coast."
1,Kayak adventure,Oskar Speck,Sunnschien,26 September 1936,1932,1932-1950,"Senggarang, Johor Malaysia",103.067011,1.735118,http://collections.anmm.gov.au/collections/83050/oskar-speck,ANMS1249[019].jpg,"Oskar Speck was a German adventurer who paddled his kayak,Sunnschien, from Germany to Australia in the 1930s. His journey took him over 7 years. Arriving on Thursday Island in September 1939 at the outbreak the Second World War, he was arrested as an enemy alien and interned for the duration of the war. After the war he settled in Australia, finally coming to rest at Killcare on the New South Wales central coast."
1,Kayak adventure,Oskar Speck,Sunnschien,28 September 1936,1932,1932-1950,"Kukup, Malaysia",103.446002,1.32687,http://collections.anmm.gov.au/collections/83050/oskar-speck,ANMS1249[019].jpg,"Oskar Speck was a German adventurer who paddled his kayak,Sunnschien, from Germany to Australia in the 1930s. His journey took him over 7 years. Arriving on Thursday Island in September 1939 at the outbreak the Second World War, he was arrested as an enemy alien and interned for the duration of the war. After the war he settled in Australia, finally coming to rest at Killcare on the New South Wales central coast."
1,Kayak adventure,Oskar Speck,Sunnschien,1 October 1936,1932,1932-1950,Singapore,103.852038,1.290453,http://collections.anmm.gov.au/collections/83050/oskar-speck,ANMS1249[019].jpg,"Oskar Speck was a German adventurer who paddled his kayak,Sunnschien, from Germany to Australia in the 1930s. His journey took him over 7 years. Arriving on Thursday Island in September 1939 at the outbreak the Second World War, he was arrested as an enemy alien and interned for the duration of the war. After the war he settled in Australia, finally coming to rest at Killcare on the New South Wales central coast."
1,Kayak adventure,Oskar Speck,Sunnschien,Oct-Nov 1936,1932,1932-1950,Sumatra,101.583949,-0.142927,http://collections.anmm.gov.au/collections/83050/oskar-speck,ANMS1249[019].jpg,"Oskar Speck was a German adventurer who paddled his kayak,Sunnschien, from Germany to Australia in the 1930s. His journey took him over 7 years. Arriving on Thursday Island in September 1939 at the outbreak the Second World War, he was arrested as an enemy alien and interned for the duration of the war. After the war he settled in Australia, finally coming to rest at Killcare on the New South Wales central coast."
1,Kayak adventure,Oskar Speck,Sunnschien,20 November 1936,1932,1932-1950,"Muntok (Mentok), Indonesia",105.164301,-2.065165,http://collections.anmm.gov.au/collections/83050/oskar-speck,ANMS1249[019].jpg,"Oskar Speck was a German adventurer who paddled his kayak,Sunnschien, from Germany to Australia in the 1930s. His journey took him over 7 years. Arriving on Thursday Island in September 1939 at the outbreak the Second World War, he was arrested as an enemy alien and interned for the duration of the war. After the war he settled in Australia, finally coming to rest at Killcare on the New South Wales central coast."
1,Kayak adventure,Oskar Speck,Sunnschien,10 December 1936,1932,1932-1950,"Batavia (Jakarta), Indonesia",106.827183,-6.175394,http://collections.anmm.gov.au/collections/83050/oskar-speck,ANMS1249[019].jpg,"Oskar Speck was a German adventurer who paddled his kayak,Sunnschien, from Germany to Australia in the 1930s. His journey took him over 7 years. Arriving on Thursday Island in September 1939 at the outbreak the Second World War, he was arrested as an enemy alien and interned for the duration of the war. After the war he settled in Australia, finally coming to rest at Killcare on the New South Wales central coast."
1,Kayak adventure,Oskar Speck,Sunnschien,16 January 1937,1932,1932-1950,"Cheribon (Cirebon), West Java, Indonesia",108.560848,-6.713704,http://collections.anmm.gov.au/collections/83050/oskar-speck,ANMS1249[019].jpg,"Oskar Speck was a German adventurer who paddled his kayak,Sunnschien, from Germany to Australia in the 1930s. His journey took him over 7 years. Arriving on Thursday Island in September 1939 at the outbreak the Second World War, he was arrested as an enemy alien and interned for the duration of the war. After the war he settled in Australia, finally coming to rest at Killcare on the New South Wales central coast."
1,Kayak adventure,Oskar Speck,Sunnschien,20 January 1937,1932,1932-1950,"Pekalongan, Central Java, Indonesia",109.673176,-6.893962,http://collections.anmm.gov.au/collections/83050/oskar-speck,ANMS1249[019].jpg,"Oskar Speck was a German adventurer who paddled his kayak,Sunnschien, from Germany to Australia in the 1930s. His journey took him over 7 years. Arriving on Thursday Island in September 1939 at the outbreak the Second World War, he was arrested as an enemy alien and interned for the duration of the war. After the war he settled in Australia, finally coming to rest at Killcare on the New South Wales central coast."
1,Kayak adventure,Oskar Speck,Sunnschien,25 January 1937,1932,1932-1950,"Semarang, Central Java, Indonesia",110.422946,-6.990404,http://collections.anmm.gov.au/collections/83050/oskar-speck,ANMS1249[019].jpg,"Oskar Speck was a German adventurer who paddled his kayak,Sunnschien, from Germany to Australia in the 1930s. His journey took him over 7 years. Arriving on Thursday Island in September 1939 at the outbreak the Second World War, he was arrested as an enemy alien and interned for the duration of the war. After the war he settled in Australia, finally coming to rest at Killcare on the New South Wales central coast."
1,Kayak adventure,Oskar Speck,Sunnschien,1 February 1937,1932,1932-1950,Jepara,112.72367,-7.24039,http://collections.anmm.gov.au/collections/83050/oskar-speck,ANMS1249[019].jpg,"Oskar Speck was a German adventurer who paddled his kayak,Sunnschien, from Germany to Australia in the 1930s. His journey took him over 7 years. Arriving on Thursday Island in September 1939 at the outbreak the Second World War, he was arrested as an enemy alien and interned for the duration of the war. After the war he settled in Australia, finally coming to rest at Killcare on the New South Wales central coast."
1,Kayak adventure,Oskar Speck,Sunnschien,1 February 1937,1932,1932-1950,Pulau Mandalika,110.916667,-6.366667,http://collections.anmm.gov.au/collections/83050/oskar-speck,ANMS1249[019].jpg,"Oskar Speck was a German adventurer who paddled his kayak,Sunnschien, from Germany to Australia in the 1930s. His journey took him over 7 years. Arriving on Thursday Island in September 1939 at the outbreak the Second World War, he was arrested as an enemy alien and interned for the duration of the war. After the war he settled in Australia, finally coming to rest at Killcare on the New South Wales central coast."
1,Kayak adventure,Oskar Speck,Sunnschien,3 February 1937,1932,1932-1950,"Rembang, Central Java, Indonesia",111.348626,-6.705756,http://collections.anmm.gov.au/collections/83050/oskar-speck,ANMS1249[019].jpg,"Oskar Speck was a German adventurer who paddled his kayak,Sunnschien, from Germany to Australia in the 1930s. His journey took him over 7 years. Arriving on Thursday Island in September 1939 at the outbreak the Second World War, he was arrested as an enemy alien and interned for the duration of the war. After the war he settled in Australia, finally coming to rest at Killcare on the New South Wales central coast."
1,Kayak adventure,Oskar Speck,Sunnschien,10 February 1937,1932,1932-1950,"Surabaya, Alun-Alun Contong, East Java, Indonesia",112.737827,-7.245972,http://collections.anmm.gov.au/collections/83050/oskar-speck,ANMS1249[019].jpg,"Oskar Speck was a German adventurer who paddled his kayak,Sunnschien, from Germany to Australia in the 1930s. His journey took him over 7 years. Arriving on Thursday Island in September 1939 at the outbreak the Second World War, he was arrested as an enemy alien and interned for the duration of the war. After the war he settled in Australia, finally coming to rest at Killcare on the New South Wales central coast."
1,Kayak adventure,Oskar Speck,Sunnschien,1 February 1937,1932,1932-1950,"Pasuruan, Wajak, East Java, Indonesia",112.906694,-7.641989,http://collections.anmm.gov.au/collections/83050/oskar-speck,ANMS1249[019].jpg,"Oskar Speck was a German adventurer who paddled his kayak,Sunnschien, from Germany to Australia in the 1930s. His journey took him over 7 years. Arriving on Thursday Island in September 1939 at the outbreak the Second World War, he was arrested as an enemy alien and interned for the duration of the war. After the war he settled in Australia, finally coming to rest at Killcare on the New South Wales central coast."
1,Kayak adventure,Oskar Speck,Sunnschien,1 February 1937,1932,1932-1950,"Probolinggo, East Java province, Indonesia",113.203713,-7.776423,http://collections.anmm.gov.au/collections/83050/oskar-speck,ANMS1249[019].jpg,"Oskar Speck was a German adventurer who paddled his kayak,Sunnschien, from Germany to Australia in the 1930s. His journey took him over 7 years. Arriving on Thursday Island in September 1939 at the outbreak the Second World War, he was arrested as an enemy alien and interned for the duration of the war. After the war he settled in Australia, finally coming to rest at Killcare on the New South Wales central coast."
1,Kayak adventure,Oskar Speck,Sunnschien,3 March 1937,1932,1932-1950,"Bali, Indonesia",115.188916,-8.409518,http://collections.anmm.gov.au/collections/83050/oskar-speck,ANMS1249[019].jpg,"Oskar Speck was a German adventurer who paddled his kayak,Sunnschien, from Germany to Australia in the 1930s. His journey took him over 7 years. Arriving on Thursday Island in September 1939 at the outbreak the Second World War, he was arrested as an enemy alien and interned for the duration of the war. After the war he settled in Australia, finally coming to rest at Killcare on the New South Wales central coast."
1,Kayak adventure,Oskar Speck,Sunnschien,5 March 1937,1932,1932-1950,Boeleleng (Buleleng),114.951687,-8.223897,http://collections.anmm.gov.au/collections/83050/oskar-speck,ANMS1249[019].jpg,"Oskar Speck was a German adventurer who paddled his kayak,Sunnschien, from Germany to Australia in the 1930s. His journey took him over 7 years. Arriving on Thursday Island in September 1939 at the outbreak the Second World War, he was arrested as an enemy alien and interned for the duration of the war. After the war he settled in Australia, finally coming to rest at Killcare on the New South Wales central coast."
